,src_english,trg_french
19253,Two people are wearing flower costumes and walking down a street.,Deux personnes portent des costumes à fleurs et marchent dans une rue.
19254,A boy is looking at a boat filled with sand.,Un garçon regarde un bateau rempli de sable.
19255,"Two teenagers, one male and one female, wearing sport uniforms running after a ball.","Deux adolescents, un garçon et une fille, vêtus de tenues de sport courant après une balle."
19256,Man in gray jacket sitting on bench reading a book,Un homme en veste grise assis sur un banc en train de lire un livre
19257,"Several men are wearing red caps, one stands apart from the others and looks towards the camera.","Plusieurs hommes portent des bérets rouges, l'un se tient à l'écart des autres et regarde vers l'objectif."
19258,Many people are walking along a sidewalk.,Beaucoup de gens marchent sur un trottoir.
19259,A woman in a red coat is crossing the street the street with a girl in red pants and a stroller.,Une femme en manteau rouge traverse la rue avec une fille en pantalon rouge et une poussette.
19260,An Asian man prepares food on a counter next to a cat.,Un homme asiatique prépare de la nourriture sur un comptoir à côté d'un chat.
19261,A group of older ladies standing on a street corner in an urban setting.,Un groupe de femmes âgées debout dans un coin de rue en milieu urbain.
19262,People carrying bags walking on a street with a parked motorcycle.,Des gens avec des sacs marchant dans une rue avec une moto stationnée.
19263,Two shirtless men on a building balcony point towards the sky and observe something interesting.,Deux hommes torses nus sur un balcon d'immeuble montrent le ciel et observent quelque chose d'intéressant.
19264,A woman dances next to a stage during a music festival.,Une femme danse à côté d'une scène pendant un festival de musique.
19265,A young Asian girl petting an animal of some sort and the animal is laying down enjoying it.,Une jeune fille asiatique caressant un animal qui est allongé et en profite.
19266,"A dog jumps in the air, catching a Frisbee in its mouth.","Un chien saute en l'air, attrapant un frisbee dans sa gueule."
19267,"A man is sitting next to a statue of another man sitting, looking very similar to each other","Un homme est assis à côté d'une statue d'un autre homme assis, les deux se ressemblant énormément"
19268,A woman in a tan coat pushing a baby stroller.,Une femme en manteau beige poussant une poussette.
19269,A street musician is sitting on a street next to a didgeridoo and holding a blue egg-shaped object.,Un musicien de rue est assis dans une rue à côté d'un didgeridoo et tient un objet bleu en forme d’œuf.
19270,Friends and family gathered outside Papa Johns.,Les amis et la famille réunis devant Papa Johns.
19271,A woman is stopped at a crosswalk waiting on the clear signal to start walking.,"Une femme est arrêtée à un passage piéton, attendant le signal pour commencer à traverser."
19272,A group of middle-aged people ride a horse drawn carriage while dressed in historical costumes.,Un groupe de personnes d'âge moyen font un tour en calèche tandis qu'elles sont habillées en costumes historiques.
19273,A group of coeds play football while drinking.,Un groupe d'étudiants jouent au baby-foot tout en buvant.
19274,Two men with backpacks wait.,Deux hommes avec des sacs à dos attendent.
19275,A woman jumping as a man idly watches her in midair.,Une femme sautant tandis qu'un homme la regarde négligemment en l'air.
19276,Two young women are sitting in a tree.,Deux jeunes femmes sont assises dans un arbre.
19277,A worker with a white hard-hat is at the bottom landing of an exterior fire escape and is struggling to work with the edge of a large yellow sign.,Un ouvrier avec un casque blanc est sur le palier du bas d'un escalier de secours extérieur et se démène pour accrocher une grande banderole jaune.
19278,A man in a business suit has just crossed the street.,Un homme en complet vient de traverser la rue.
19279,"A woman standing in a dark doorway, waiting to be let into the building.","Une femme debout dans une entrée sombre, attendant de pouvoir entrer dans le bâtiment."
19280,A dog follows another dog around the corner but looks back.,Un chien suit un autre chien dans le coin mais regarde en arrière.
19281,"A young girl weairng navy blue tights is participating in a long jump, while people watch her.","Une jeune fille portant une combinaison bleu marine fait du saut en longueur, tandis que des gens la regardent."
19282,Three people gather around a table for beverages.,Trois personnes se rassemblent autour d'une table pour boire quelque chose.
19283,An individual is launching his bicycle into the air.,Un individu saute en l'air sur son vélo.
19284,A boy rides his bike in a skate park.,Un garçon fait du vélo dans un skate park.
19285,A boy rides a bicycle down the street wearing a large yellow lemon-shaped sign while a multitude of people wait in line on the sidewalk.,Un garçon fait du vélo dans la rue avec un grand panneau jaune en forme de citron tandis qu'une foule de gens attendent en ligne sur le trottoir.
19286,A woman in a blue shirt gripping another woman's buttocks.,Une femme en chemise bleue agrippant les fesses d'une autre femme.
19287,A woman sitting on the step with dark hair putting her hand on her face.,"Une femme avec des cheveux foncés assise sur des marches, mettant sa main sur son visage."
19288,A couple stands on a dock by the water hugging.,"Un couple est debout sur un quai au bord de l'eau, en train de s'enlacer."
19289,A bride a groom are getting their picture taken on a swing set while a young man drinking a soda and a boy in a green shirt with a bike are watching.,Une mariée et son époux se font prendre en photo sur une balançoire tandis qu'un jeune homme buvant un soda et un garçon en T-shirt vert avec un vélo regardent.
19290,A young girl wearing pink cleaning rocks in water with a toothbrush.,Une jeune fille vêtue de rose nettoyant des pierres dans l'eau avec une brosse à dents.
19291,A woman holding a basket wearing a silver colored wig with novelty glasses.,Une femme avec un panier portant une perruque de couleur argentée avec des lunettes fantaisistes.
19292,A woman and a girl examine a painting.,Une femme et une fille examinent une peinture.
19293,A man in a blue shirt helping a man in a red shirt fix a trail bike,Un homme en T-shirt bleu aidant un homme en T-shirt rouge à réparer un VTT
19294,A lady playing music on her harp.,Une femme jouant de la musique sur sa harpe.
19295,A woman is dressed up trying to sell her wares as a young woman looks on.,"Une femme est déguisée, essayant de vendre sa marchandise tandis qu'une jeune femme la regarde."
19296,Two hurdlers leaping a hurdle on a track.,Deux coureurs de haies sautant une haie sur une piste.
19297,Two children wearing hats hang onto to bamboo trees.,Deux enfants portant des bonnets s'accrochent à des bambous.
19298,Two men are talking while one is holding a chicken.,Deux hommes parlent tandis que l'un tient un poulet.
19299,An older female is standing on the street posing in smoke.,"Une femme âgée est debout dans la rue, posant dans la fumée."
19300,An Asian woman wearing a jacket and holding a piece of paper.,Une femme asiatique vêtue d'une veste et tenant un morceau de papier.
19301,A man in a sweater is holding a lamp.,Un homme en pull tient une lampe.
19302,A man holds his arm up to a light.,Un homme tend son bras vers une lumière.
19303,A lady is standing up holing a lamp that is turned on.,Une dame se tient debout tenant une lampe allumée.
19304,Men preparing a cannon in front of a castle.,Des hommes préparant un canon devant un château.
19305,A young man is playing foosball with a couple other people.,Un jeune homme joue au babyfoot avec deux autres personnes.
19306,A group of four people congregate on a sidewalk.,Un groupe de quatre personnes se rassemblent sur un trottoir.
19307,A man wearing a teal jacket and holding a pink umbrella walking next to a woman in a black coat walking a dog.,Un homme portant une veste sarcelle et tenant un parapluie rose marchant à côté d'une femme en manteau noir promenant un chien.
19308,A teenage girl wearing flannel jumps in a grassy field near a soccer field.,Une adolescente portant une chemise en flanelle saute sur un terrain gazonné près d'un terrain de football.
19309,A painting of a busy street by Oxford Circus Station.,Un tableau d'une rue occupée proche de la station d'Oxford Circus.
